שם הסוגיה,מספר חוקים
"זכאות אלמנים לקצבת שאירים מול הכנסה מפנסיה",1
"זכאות אנשי קבע לנפגעי חבלה שאינה חבלת שירות",1
"זכאות אסירים ביטחוניים לשחרור מינהלי, שיקום וחופשות",1
"זכאות ארוסים לתגמולים והטבות חללי מערכה ופעולות איבה",1
"זכאות בן זוג לדמי לידה בלידה שקטה",1
"זכאות בן זוג להיעדרות ודמי לידה במקרה של ולד מת",1
"זכאות בן זוג להיעדרות ותשלום דמי לידה במקרה של לידה שקטה",1
"זכאות בני זוג להיעדרות ודמי לידה במקרה של לידת ולד מת",1
"זכאות בני זוג לתקופת לידה והורות במקביל ליולדת",1
"זכאות בני משפחה של חטופים ונעדרים לאחר שחרורם",1
"זכאות בני משפחה של חטופים ונעדרים לשдזכויות לאחר חזרה",1
"זכאות בני משפחה של נפגע עבירה שנפטר שלא כתוצאה מהעבירה לקבלת מידע",1
"זכאות בני רשות ותיקים פיצוי בגין פינוי",1
"זכאות גמלת ילד נכה לילדים באומנה",1
"זכאות דייר ממשיך מיוחד בדיור הציבורי לנפגעי פעולות איבה ומלחמה",1
"זכאות דמי לידה לבן זוג בלידה שקטה",1
"זכאות הורה יחיד לתקופת לידה והורות",1
"זכאות הורים לשימוש בזרע נפטר בהוראת שעה",1
"זכאות הורים נפטרים לבקש שימוש בזרע חללים ונפטרים ללא בת זוג",1
"זכאות ותיקי מלחמת העולם השנייה למענק הטבות",1
"זכאות חברות ממשלתיות להטבות עידוד השקעות הון",1
"זכאות חולי סרטן לגמלאות בביטוח הלאומי",1
"זכאות חיילות קבע משוחררות לדמי לידה",1
"זכאות חיילים בשירות סדיר לגמול כספי לקראת שחרור",1
"זכאות חיילים בשירות סדיר להכרה כנכים ולסיוע במהלך השירות",1
"זכאות חיילים משוחררים למענק עבודה מועדפת בזמן שירות מילואים",1
"זכאות חקלאים לאמצעי ייצור",1
"זכאות יוצאים לשאלה לסל קליטה",1
"זכאות ילדים לקויי שמיעה לגמלאות והשתתפות בהוצאות",1
"זכאות ילדים לקצבה בשל ירידה בשמיעה",1
"זכאות ילדים לקצבת נכות וגמלאות בשל ירידה בשמיעה",1
"זכאות ימי מחלה בשל מחלת ילד לבני זוג של משרתי מילואים",1
"זכאות כבאים וסוהרים לקבורה צבאית",1
"זכאות כבאים לקבורה צבאית עקב פטירה בשירות",1
"זכאות לביטול טיסה עקב שינוי מועד הסמוך לשבת או לחג",1
"זכאות לגמול שעות נוספות בשל אי-מתן הפסקה בין משמרות",1
"זכאות לגמול שעות נוספות עקב אי-מתן הפסקה בין משמרות",1
"זכאות לגמלה לילדים לקויי שמיעה חד-צידי ודו-צידי",1
"זכאות לגמלה לשמירת היריון במקרה של לידת פג",1
"זכאות לגמלה לשמירת היריון ליולדות פג",1
"זכאות לגמלת אבל למבוטחים",1
"זכאות לגמלת אבל למבוטחים העוצרים עבודתם בשל מות קרוב",1
"זכאות לגמלת ניידות במגורים במרחק העולה על 1,500 מטר מבני משפחה נוהגים",1
"זכאות לגמלת סיעוד ללא מבחן תלות לקשישים עריריים בעלי הכנסה נמוכה",1
"זכאות לגמלת סיעוד למטופלים במוסדות סיעודיים",1
"זכאות לגמלת סיעוד למטופלים במוסדות סיעודיים במימון פרטי",1
"זכאות לגמלת סיעוד למעסיקי עובדים זרים",1
"זכאות לגמלת שאירים במקרה של ריבוי בני זוג (אלמנים)",1
"זכאות לדיור ציבור מקבלי מזונות",1
"זכאות לדיור ציבורי למקבילי מזונות",1
"זכאות לדיור ציבורי למקבלי מזונות",1
"זכאות לדיור ציבורי למקבלי מזונות מהביטוח הלאומי",1
"זכאות לדיור ציבורי למקבלי תשלומי מזונות מהביטוח הלאומי",1
"זכאות לדיור ציבורי לנשים יוצאות מקלטים לנשים מוכות",1
"זכאות לדמי אבטלה בחופשה ללא תשלום ביוזמת העובד",1
"זכאות לדמי אבטלה בחופשה ללא תשלום לאחר לידה בשל סיבות מיוחדות",1
"זכאות לדמי אבטלה בחופשה ללא תשלום לאחר לידה מסיבות מוצדקות",1
"זכאות לדמי אבטלה בחל""ת לאחר לידה מסיבות רפואיות או תנאי עבודה",1
"זכאות לדמי אבטלה בימים הראשונים",1
"זכאות לדמי אבטלה במקרה של התפטרות הורה לטיפול בילד",1
"זכאות לדמי אבטלה בתקופת הכנה לבחינות הסמכה",1
"זכאות לדמי אבטלה להורים צעירים מתחת לגיל 28",1
"זכאות לדמי אבטלה למשרתי מילואים בחירום",1
"זכאות לדמי אבטלה לצעירים הורים",1
"זכאות לדמי אבטלה עקב התפטרות לצורך טיפול בילד",1
"זכאות לדמי לידה לעצמאיות המועסקות בהיקף מצומצם בתקופת הלידה וההורות",1
"זכאות לדמי לידה לעצמאיות המועסקות בעבודה חלקית",1
"זכאות לדמי מחלה בגין מחלת ילד כאשר בן הזוג לומד",1
"זכאות לדמי מחלה בהיעדרות בשל צורך רפואי בהיריון",1
"זכאות לדמי מחלה בעצל ליווי בן משפחה לבדיקה רפואית",1
"זכאות לדמי מחלה מהיום הראשון לעובדים בסיכון מוגבר למחלה ממארת",1
"זכאות לדמי מחלה עקב מחלת ילד כאשר בן הזוג לומד",1
"זכאות להבטחת הכנסה בעת שהייה בחוץ לארץ עקב מצב מיוחד",1
"זכאות להבטחת הכנסה לבני זוג של משרתי מילואים בחירום",1
"זכאות להבטחת הכנסה להורים עצמאיים הלומדים",1
"זכאות להבטחת הכנסה ללומדים בהכשרה מקצועית",1
"זכאות להבטחת הכנסה ללומדים ותלמידים",1
"זכאות להבטחת הכנסה למשתקמות מזנות במסגרת ייעודית",1
"זכאות להבטחת הכנסה לנשים יוצאות מקלטים לנשים מוכות",1
"זכאות להבטחת הכנסה לסטודנטים ותלמידים",1
"זכאות להורות ואומנה",1
"זכאות להחזר אגרת פינוי באמבולנס בהיעדר אשפוז",1
"זכאות להטבות מקרקעין לחיילים שלא השלימו שירות ולאלמנות צהל",1
"זכאות להטבות ניידות לקטועי ידיים",1
"זכאות להטבות נלוות למקבלי מענק עבודה",1
"זכאות להיעדרות בשל אשפוז פג",1
"זכאות להסבה מקצועית לעובדי עבודת כפיים מבוגרים",1
"זכאות להעדרות לצורך טיפול בילד בגיר שנפצע בשירות או באיבה",1
"זכאות להשתתפות מרבית בשכר לימוד במעון יום למשרתי מילואים",1
"זכאות לחניה חינם למאושפזים ולמבקריהם במוסדות רפואיים",1
"זכאות לטיפול נפשי ופסיכולוגי לעובדי הרשות לכבאות והצלה",1
"זכאות לטיפול נפשי ופסיכולוגי לעובדי חירום",1
"זכאות לטיפול נפשי ופסיכולוגי לעובדי כבאות",1
"זכאות לטיפול פסיכולוגי ונפשי לעובדי כבאות",1
"זכאות לטיפול פסיכולוגי ונפשי לעובדי כבאות והצלה",1
"זכאות לטיפול פסיכולוגי ללוחמים משוחררים",1
"זכאות ליום אבל בתשלום בשל פטירת קרוב מדרגה שנייה",1
"זכאות לייצוג וליווי משפטי בהליך פלילי לנפגעי עבירות מין",1
"זכאות לייצוג משפטי בהליכי הוצאה מהבית או מינוי אפוטרופוס",1
"זכאות לייצוג משפטי לקטינים בהליך שימוע",1
"זכאות לייצוג סניגור ציבורי לקטינים בהליך שימוע",1
"זכאות לימי אבל ותשלום שכר בפטירת סבים",1
"זכאות לימי היעדרות בשל אשפוז פג",1
"זכאות לימי מחלת ילד להורים לתינוקות",1
"זכאות לכיסאות גלגלים ממונעים בשליטה מרחוק",1
"זכאות לליווי וייעוץ משפטי בהליך הפלילי לנפגעי עבירות מין",1
"זכאות למוסד חינוך מיוחד בשפת האם",1
"זכאות למסגרות טיפוליות וחלופה ביתית לפעוטות עם צרכים רפואיים מורכבים",1
